mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.391690731048584,0.027696536702631846,0.014756870269775391,0.003024250866356994,300,5,2,sqrt,30,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 30}",0.8775510204081632,0.7755102040816326,0.8125,0.75,0.8125,0.8056122448979591,0.04305560220574621,26
0.25305466651916503,0.02402212092588827,0.010132265090942384,0.0014848353265897605,200,2,2,sqrt,30,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 30}",0.8979591836734694,0.7755102040816326,0.8125,0.7708333333333334,0.8125,0.8138605442176872,0.04560344895835827,9
0.1276094436645508,0.008679744614502669,0.005406761169433593,0.00102149796909573,100,2,4,sqrt,,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': None}",0.8979591836734694,0.7755102040816326,0.8125,0.7708333333333334,0.75,0.8013605442176871,0.05233247712787696,44
0.26328339576721194,0.018112968454741758,0.011511754989624024,0.002256377417401951,200,2,4,log2,20,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 20}",0.8979591836734694,0.7755102040816326,0.8541666666666666,0.7708333333333334,0.7708333333333334,0.8138605442176872,0.05266990603126259,9
0.13482942581176757,0.010518311148668769,0.006482696533203125,0.0010879097877144917,100,5,2,sqrt,10,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 10}",0.8775510204081632,0.7959183673469388,0.8541666666666666,0.7708333333333334,0.8125,0.8221938775510204,0.038752939785094156,1
0.13385591506958008,0.006769465033109708,0.005636835098266601,0.000963475261938883,100,10,4,sqrt,30,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 30}",0.9183673469387755,0.7755102040816326,0.8333333333333334,0.7708333333333334,0.7916666666666666,0.8179421768707483,0.05483105027471507,4
0.2694223880767822,0.0166905303948793,0.010435533523559571,0.002355506382439883,200,10,1,log2,20,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 20}",0.9387755102040817,0.7551020408163265,0.8125,0.7291666666666666,0.7916666666666666,0.8054421768707483,0.07262153686249695,38
0.2629997730255127,0.017908278960882006,0.010160541534423828,0.0018398371173657213,200,10,4,sqrt,10,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 10}",0.8979591836734694,0.7755102040816326,0.8541666666666666,0.7291666666666666,0.7916666666666666,0.8096938775510203,0.059576385915156425,20
0.24840006828308106,0.021436968647155875,0.009105873107910157,0.0016371871134648463,200,10,4,sqrt,,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': None}",0.8979591836734694,0.7755102040816326,0.8541666666666666,0.7291666666666666,0.7916666666666666,0.8096938775510203,0.059576385915156425,20
0.3642477035522461,0.025025306709090554,0.012738704681396484,0.0028416069315578816,300,5,4,log2,10,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 10}",0.8775510204081632,0.7755102040816326,0.8125,0.7708333333333334,0.7916666666666666,0.8056122448979591,0.03881446455997088,26
0.3897256374359131,0.032243904100669546,0.014776468276977539,0.003957227075089616,300,2,2,log2,20,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 20}",0.8775510204081632,0.7755102040816326,0.7916666666666666,0.75,0.8125,0.8014455782312926,0.04319527018737386,41
0.37876367568969727,0.030967482584395176,0.015343809127807617,0.003106524899986573,300,10,4,log2,20,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 20}",0.8979591836734694,0.7755102040816326,0.8333333333333334,0.75,0.7916666666666666,0.8096938775510205,0.051781176146898145,19
0.26232247352600097,0.021328052116728516,0.011820363998413085,0.001681910291955348,200,10,2,sqrt,,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': None}",0.8979591836734694,0.7755102040816326,0.8125,0.75,0.7708333333333334,0.8013605442176871,0.05233247712787696,44
0.13716797828674315,0.013948799269137651,0.006637477874755859,0.0013428419946378625,100,2,4,log2,,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': None}",0.8979591836734694,0.7755102040816326,0.8125,0.7708333333333334,0.75,0.8013605442176871,0.05233247712787696,44
0.26594958305358884,0.004019523627373635,0.010647058486938477,0.0022917833743191663,200,2,2,log2,30,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 30}",0.8979591836734694,0.7755102040816326,0.8125,0.7708333333333334,0.8125,0.8138605442176872,0.04560344895835827,9
0.1385885238647461,0.014579326127895545,0.006564283370971679,0.0009655273036837051,100,2,1,sqrt,20,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 20}",0.8775510204081632,0.7755102040816326,0.8333333333333334,0.7708333333333334,0.8125,0.8139455782312925,0.039394341382997355,7
0.2805026054382324,0.01597342887758537,0.01165771484375,0.0021503515175331435,200,2,1,sqrt,10,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 10}",0.8571428571428571,0.7755102040816326,0.8541666666666666,0.75,0.7916666666666666,0.8056972789115646,0.04290975067234412,25
0.26502180099487305,0.01856069619970085,0.010018682479858399,0.0020492970839346716,200,5,1,sqrt,20,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 20}",0.8775510204081632,0.7959183673469388,0.7916666666666666,0.75,0.8125,0.8055272108843538,0.04148195905476437,32
0.13611273765563964,0.008489235372908892,0.006690406799316406,0.001520149505853512,100,5,1,log2,30,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 30}",0.9183673469387755,0.7551020408163265,0.8125,0.75,0.7916666666666666,0.8055272108843538,0.06099114641294607,32
0.25189943313598634,0.022797688258453144,0.009640216827392578,0.0016117067238257305,200,10,2,sqrt,20,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 20}",0.8979591836734694,0.7755102040816326,0.8125,0.75,0.7708333333333334,0.8013605442176871,0.05233247712787696,44
0.3914097785949707,0.03496729742936174,0.016228389739990235,0.00342958504914887,300,2,4,sqrt,20,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 20}",0.8775510204081632,0.7755102040816326,0.8125,0.7708333333333334,0.7916666666666666,0.8056122448979591,0.03881446455997088,26
0.1263739585876465,0.010604056809382227,0.005792665481567383,0.0012206679149109423,100,5,4,sqrt,10,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 10}",0.8979591836734694,0.7755102040816326,0.8125,0.7708333333333334,0.75,0.8013605442176871,0.05233247712787696,44
0.13288722038269044,0.012905874751112194,0.006536865234375,0.0010364957065576096,100,2,1,log2,20,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 20}",0.8775510204081632,0.7755102040816326,0.8333333333333334,0.7708333333333334,0.8125,0.8139455782312925,0.039394341382997355,7
0.2711878776550293,0.019574121885565073,0.010135507583618164,0.0016970486317390194,200,2,2,sqrt,20,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 20}",0.8979591836734694,0.7755102040816326,0.8125,0.7708333333333334,0.8125,0.8138605442176872,0.04560344895835827,9
0.38700203895568847,0.02569754013802439,0.013863229751586914,0.0026289230980515786,300,10,2,log2,10,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 10}",0.8775510204081632,0.7755102040816326,0.8333333333333334,0.75,0.7708333333333334,0.8014455782312926,0.04704310351988324,41
0.13591151237487792,0.012431186938607366,0.006671810150146484,0.0012693690910103481,100,10,2,log2,10,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 10}",0.9183673469387755,0.7755102040816326,0.7708333333333334,0.7916666666666666,0.7916666666666666,0.8096088435374149,0.05502456340244502,22
0.26909985542297366,0.017673565391280423,0.011981487274169922,0.0023947051964497536,200,5,4,sqrt,30,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 30}",0.8979591836734694,0.7755102040816326,0.8541666666666666,0.7708333333333334,0.7708333333333334,0.8138605442176872,0.05266990603126259,9
0.1199920654296875,0.0023023365652890637,0.005513525009155274,0.0008582548496579619,100,2,2,sqrt,20,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 20}",0.8571428571428571,0.7959183673469388,0.8333333333333334,0.75,0.7916666666666666,0.8056122448979591,0.036891828198520396,26
0.12913918495178223,0.012270288634407133,0.00641927719116211,0.0015435793199832222,100,5,2,log2,10,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 10}",0.8775510204081632,0.7959183673469388,0.8541666666666666,0.7708333333333334,0.8125,0.8221938775510204,0.038752939785094156,1
0.13037099838256835,0.009926510032406353,0.006498527526855469,0.0013114943744963147,100,5,1,log2,10,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 10}",0.9183673469387755,0.7755102040816326,0.8333333333333334,0.75,0.7916666666666666,0.8137755102040817,0.05889365173614132,17
0.37094688415527344,0.0038453374541078666,0.013664627075195312,0.0019983515672646578,300,5,2,log2,10,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 10}",0.8775510204081632,0.7755102040816326,0.8333333333333334,0.75,0.8125,0.8097789115646258,0.04450423895459371,18
0.4317667007446289,0.022198153503564973,0.017663097381591795,0.003837931296399658,300,2,1,log2,20,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 20}",0.8571428571428571,0.7551020408163265,0.8125,0.75,0.7916666666666666,0.79328231292517,0.03944918429467343,50
0.2799846649169922,0.016734268491443553,0.010986328125,0.002716995913166031,200,5,4,log2,30,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 30}",0.8979591836734694,0.7755102040816326,0.8541666666666666,0.7708333333333334,0.7708333333333334,0.8138605442176872,0.05266990603126259,9
0.403764533996582,0.013373883584270625,0.010111522674560548,0.002702048511259014,300,5,1,log2,10,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 10}",0.8775510204081632,0.7755102040816326,0.8125,0.75,0.7916666666666666,0.8014455782312926,0.04319527018737386,41
0.27234654426574706,0.03164684481178969,0.0065175056457519535,0.0014155145972167085,200,2,1,sqrt,30,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 30}",0.8571428571428571,0.7755102040816326,0.8541666666666666,0.7291666666666666,0.7916666666666666,0.801530612244898,0.048732280247664246,39
